timestamp,electricity_pricing-$/kWh,electricity_pricing_predicted_1-$/kWh,electricity_pricing_predicted_2-$/kWh,electricity_pricing_predicted_3-$/kWh
2024-08-06T20:00:00,0.16,0.163,0.1635,0.12028
2024-08-06T21:00:00,0.1677,0.14601,0.1635,0.16395
2024-08-06T22:00:00,0.18,0.1351,0.16615,0.17081
2024-08-06T23:00:00,0.17486,0.1417,0.16764,0.175
2024-08-07T00:00:00,0.1677,0.1519,0.17,0.17
2024-08-07T01:00:00,0.16395,0.151,0.115,0.16344
2024-08-07T02:00:00,0.163,0.1635,0.115,0.1575
2024-08-07T03:00:00,0.14601,0.1635,0.1131,0.142
2024-08-07T04:00:00,0.1351,0.16615,0.10958,0.13
2024-08-07T05:00:00,0.1417,0.16764,0.10359,0.13
2024-08-07T06:00:00,0.1519,0.17,0.11046,0.14
2024-08-07T07:00:00,0.151,0.115,0.1131,0.15264
2024-08-07T08:00:00,0.1635,0.115,0.12028,0.15335
2024-08-07T09:00:00,0.1635,0.1131,0.16395,0.16293
2024-08-07T10:00:00,0.16615,0.10958,0.17081,0.15246
2024-08-07T11:00:00,0.16764,0.10359,0.175,0.13783
2024-08-07T12:00:00,0.17,0.11046,0.17,0.13505
2024-08-07T13:00:00,0.115,0.1131,0.16344,0.14328
2024-08-07T14:00:00,0.115,0.12028,0.1575,0.14395
2024-08-07T15:00:00,0.1131,0.16395,0.142,0.1341
2024-08-07T16:00:00,0.10958,0.17081,0.13,0.128
2024-08-07T17:00:00,0.10359,0.175,0.13,0.126
2024-08-07T18:00:00,0.11046,0.17,0.14,0.1291
2024-08-07T19:00:00,0.1131,0.16344,0.15264,0.1391
2024-08-07T20:00:00,0.12028,0.1575,0.15335,0.15315
2024-08-07T21:00:00,0.16395,0.142,0.16293,0.1665
2024-08-07T22:00:00,0.17081,0.13,0.15246,0.17036
2024-08-07T23:00:00,0.175,0.13,0.13783,0.16801
2024-08-08T00:00:00,0.17,0.14,0.13505,0.15264
2024-08-08T01:00:00,0.16344,0.15264,0.14328,0.16247
2024-08-08T02:00:00,0.1575,0.15335,0.14395,0.15551
2024-08-08T03:00:00,0.142,0.16293,0.1341,0.13557
2024-08-08T04:00:00,0.13,0.15246,0.128,0.13
2024-08-08T05:00:00,0.13,0.13783,0.126,0.129
2024-08-08T06:00:00,0.14,0.13505,0.1291,0.13101
2024-08-08T07:00:00,0.15264,0.14328,0.1391,0.14359
2024-08-08T08:00:00,0.15335,0.14395,0.15315,0.15274
2024-08-08T09:00:00,0.16293,0.1341,0.1665,0.15285
2024-08-08T10:00:00,0.15246,0.128,0.17036,0.14549
2024-08-08T11:00:00,0.13783,0.126,0.16801,0.14
2024-08-08T12:00:00,0.13505,0.1291,0.15264,0.13
2024-08-08T13:00:00,0.14328,0.1391,0.16247,0.1391
2024-08-08T14:00:00,0.14395,0.15315,0.15551,0.14488
2024-08-08T15:00:00,0.1341,0.1665,0.13557,0.12525
2024-08-08T16:00:00,0.128,0.17036,0.13,0.12417
2024-08-08T17:00:00,0.126,0.16801,0.129,0.12525
2024-08-08T18:00:00,0.1291,0.15264,0.13101,0.13474
2024-08-08T19:00:00,0.1391,0.16247,0.14359,0.15246
2024-08-08T20:00:00,0.15315,0.15551,0.15274,0.15246
2024-08-08T21:00:00,0.1665,0.13557,0.15285,0.16424
2024-08-08T22:00:00,0.17036,0.13,0.14549,0.17017
2024-08-08T23:00:00,0.16801,0.129,0.14,0.16959
2024-08-09T00:00:00,0.15264,0.13101,0.13,0.16232
2024-08-09T01:00:00,0.16247,0.14359,0.1391,0.1558
2024-08-09T02:00:00,0.15551,0.15274,0.14488,0.15011
2024-08-09T03:00:00,0.13557,0.15285,0.12525,0.1425
2024-08-09T04:00:00,0.13,0.14549,0.12417,0.1301
2024-08-09T05:00:00,0.129,0.14,0.12525,0.1418
2024-08-09T06:00:00,0.13101,0.13,0.13474,0.14452
2024-08-09T07:00:00,0.14359,0.1391,0.15246,0.14253
2024-08-09T08:00:00,0.15274,0.14488,0.15246,0.14985
2024-08-09T09:00:00,0.15285,0.12525,0.16424,0.15246
2024-08-09T10:00:00,0.14549,0.12417,0.17017,0.15315
2024-08-09T11:00:00,0.14,0.12525,0.16959,0.14908
2024-08-09T12:00:00,0.13,0.13474,0.16232,0.13399
2024-08-09T13:00:00,0.1391,0.15246,0.1558,0.1241
2024-08-09T14:00:00,0.14488,0.15246,0.15011,0.1241
2024-08-09T15:00:00,0.12525,0.16424,0.1425,0.1241
2024-08-09T16:00:00,0.12417,0.17017,0.1301,0.122
2024-08-09T17:00:00,0.12525,0.16959,0.1418,0.1241
2024-08-09T18:00:00,0.13474,0.16232,0.14452,0.13601
2024-08-09T19:00:00,0.15246,0.1558,0.14253,0.14908
2024-08-09T20:00:00,0.15246,0.15011,0.14985,0.15315
2024-08-09T21:00:00,0.16424,0.1425,0.15246,0.1665
2024-08-09T22:00:00,0.17017,0.1301,0.15315,0.17168
2024-08-09T23:00:00,0.16959,0.1418,0.14908,0.17001
2024-08-10T00:00:00,0.16232,0.14452,0.13399,0.16395
2024-08-10T01:00:00,0.1558,0.14253,0.1241,0.16428
2024-08-10T02:00:00,0.15011,0.14985,0.1241,0.15751
2024-08-10T03:00:00,0.1425,0.15246,0.1241,0.14994
2024-08-10T04:00:00,0.1301,0.15315,0.122,0.14
2024-08-10T05:00:00,0.1418,0.14908,0.1241,0.14
2024-08-10T06:00:00,0.14452,0.13399,0.13601,0.14401
2024-08-10T07:00:00,0.14253,0.1241,0.14908,0.15044
2024-08-10T08:00:00,0.14985,0.1241,0.15315,0.16061
2024-08-10T09:00:00,0.15246,0.1241,0.1665,0.16061
2024-08-10T10:00:00,0.15315,0.122,0.17168,0.15781
2024-08-10T11:00:00,0.14908,0.1241,0.17001,0.14996
2024-08-10T12:00:00,0.13399,0.13601,0.16395,0.14
2024-08-10T13:00:00,0.1241,0.14908,0.16428,0.13965
2024-08-10T14:00:00,0.1241,0.15315,0.15751,0.14499
2024-08-10T15:00:00,0.1241,0.1665,0.14994,0.1262
2024-08-10T16:00:00,0.122,0.17168,0.14,0.1235
2024-08-10T17:00:00,0.1241,0.17001,0.14,0.1235
2024-08-10T18:00:00,0.13601,0.16395,0.14401,0.13699
2024-08-10T19:00:00,0.14908,0.16428,0.15044,0.14994
2024-08-10T20:00:00,0.15315,0.15751,0.16061,0.15822
2024-08-10T21:00:00,0.1665,0.14994,0.16061,0.17
2024-08-10T22:00:00,0.17168,0.14,0.15781,0.17605
2024-08-10T23:00:00,0.17001,0.14,0.14996,0.1731
2024-08-11T00:00:00,0.16395,0.14401,0.14,0.16714
2024-08-11T01:00:00,0.16428,0.15044,0.13965,0.17607
2024-08-11T02:00:00,0.15751,0.16061,0.14499,0.1623
2024-08-11T03:00:00,0.14994,0.16061,0.1262,0.15369
2024-08-11T04:00:00,0.14,0.15781,0.1235,0.15027
2024-08-11T05:00:00,0.14,0.14996,0.1235,0.15027
2024-08-11T06:00:00,0.14401,0.14,0.13699,0.15319
2024-08-11T07:00:00,0.15044,0.13965,0.14994,0.16426
2024-08-11T08:00:00,0.16061,0.14499,0.15822,0.17607
2024-08-11T09:00:00,0.16061,0.1262,0.17,0.17607
2024-08-11T10:00:00,0.15781,0.1235,0.17605,0.16843
2024-08-11T11:00:00,0.14996,0.1235,0.1731,0.16128
2024-08-11T12:00:00,0.14,0.13699,0.16714,0.1481
2024-08-11T13:00:00,0.13965,0.14994,0.17607,0.15101
2024-08-11T14:00:00,0.14499,0.15822,0.1623,0.1571
2024-08-11T15:00:00,0.1262,0.17,0.15369,0.14303
2024-08-11T16:00:00,0.1235,0.17605,0.15027,0.1276
2024-08-11T17:00:00,0.1235,0.1731,0.15027,0.12469
2024-08-11T18:00:00,0.13699,0.16714,0.15319,0.12918
2024-08-11T19:00:00,0.14994,0.17607,0.16426,0.14481
2024-08-11T20:00:00,0.15822,0.1623,0.17607,0.16434
2024-08-11T21:00:00,0.17,0.15369,0.17607,0.1767
2024-08-11T22:00:00,0.17605,0.15027,0.16843,0.18278
2024-08-11T23:00:00,0.1731,0.15027,0.16128,0.18
2024-08-12T00:00:00,0.16714,0.15319,0.1481,0.1767
2024-08-12T01:00:00,0.17607,0.16426,0.15101,0.17485
2024-08-12T02:00:00,0.1623,0.17607,0.1571,0.16844
2024-08-12T03:00:00,0.15369,0.17607,0.14303,0.16448
2024-08-12T04:00:00,0.15027,0.16843,0.1276,0.15953
2024-08-12T05:00:00,0.15027,0.16128,0.12469,0.15953
2024-08-12T06:00:00,0.15319,0.1481,0.12918,0.15826
2024-08-12T07:00:00,0.16426,0.15101,0.14481,0.15953
2024-08-12T08:00:00,0.17607,0.1571,0.16434,0.15804
2024-08-12T09:00:00,0.17607,0.14303,0.1767,0.15826
2024-08-12T10:00:00,0.16843,0.1276,0.18278,0.1625
2024-08-12T11:00:00,0.16128,0.12469,0.18,0.15999
2024-08-12T12:00:00,0.1481,0.12918,0.1767,0.12824
2024-08-12T13:00:00,0.15101,0.14481,0.17485,0.14772
2024-08-12T14:00:00,0.1571,0.16434,0.16844,0.1361
2024-08-12T15:00:00,0.14303,0.1767,0.16448,0.11912
2024-08-12T16:00:00,0.1276,0.18278,0.15953,0.11912
2024-08-12T17:00:00,0.12469,0.18,0.15953,0.11825
2024-08-12T18:00:00,0.12918,0.1767,0.15826,0.11825
2024-08-12T19:00:00,0.14481,0.17485,0.15953,0.12
2024-08-12T20:00:00,0.16434,0.16844,0.15804,0.15593
2024-08-12T21:00:00,0.1767,0.16448,0.15826,0.17
2024-08-12T22:00:00,0.18278,0.15953,0.1625,0.17932
2024-08-12T23:00:00,0.18,0.15953,0.15999,0.1806
2024-08-13T00:00:00,0.1767,0.15826,0.12824,0.17971
2024-08-13T01:00:00,0.17485,0.15953,0.14772,0.19094
2024-08-13T02:00:00,0.16844,0.15804,0.1361,0.18932
2024-08-13T03:00:00,0.16448,0.15826,0.11912,0.18605
2024-08-13T04:00:00,0.15953,0.1625,0.11912,0.18512
2024-08-13T05:00:00,0.15953,0.15999,0.11825,0.18361
2024-08-13T06:00:00,0.15826,0.12824,0.11825,0.18285
2024-08-13T07:00:00,0.15953,0.14772,0.12,0.18123
2024-08-13T08:00:00,0.15804,0.1361,0.15593,0.16966
2024-08-13T09:00:00,0.15826,0.11912,0.17,0.161
2024-08-13T10:00:00,0.1625,0.11912,0.17932,0.125
2024-08-13T11:00:00,0.15999,0.11825,0.1806,0.1148
2024-08-13T12:00:00,0.12824,0.11825,0.17971,0.1122
2024-08-13T13:00:00,0.14772,0.12,0.19094,0.1112
2024-08-13T14:00:00,0.1361,0.15593,0.18932,0.1112
2024-08-13T15:00:00,0.11912,0.17,0.18605,0.10976
2024-08-13T16:00:00,0.11912,0.17932,0.18512,0.10301
2024-08-13T17:00:00,0.11825,0.1806,0.18361,0.09115
2024-08-13T18:00:00,0.11825,0.17971,0.18285,0.0904
2024-08-13T19:00:00,0.12,0.19094,0.18123,0.09668
2024-08-13T20:00:00,0.15593,0.18932,0.16966,0.1152
2024-08-13T21:00:00,0.17,0.18605,0.161,0.1831
2024-08-13T22:00:00,0.17932,0.18512,0.125,0.1974
2024-08-13T23:00:00,0.1806,0.18361,0.1148,0.20001
2024-08-14T00:00:00,0.17971,0.18285,0.1122,0.18947
2024-08-14T01:00:00,0.19094,0.18123,0.1112,0.17779
2024-08-14T02:00:00,0.18932,0.16966,0.1112,0.1705
2024-08-14T03:00:00,0.18605,0.161,0.10976,0.161
2024-08-14T04:00:00,0.18512,0.125,0.10301,0.13707
2024-08-14T05:00:00,0.18361,0.1148,0.09115,0.1251
2024-08-14T06:00:00,0.18285,0.1122,0.0904,0.1254
2024-08-14T07:00:00,0.18123,0.1112,0.09668,0.1571
2024-08-14T08:00:00,0.16966,0.1112,0.1152,0.15828
2024-08-14T09:00:00,0.161,0.10976,0.1831,0.1571
2024-08-14T10:00:00,0.125,0.10301,0.1974,0.147
2024-08-14T11:00:00,0.1148,0.09115,0.20001,0.12
2024-08-14T12:00:00,0.1122,0.0904,0.18947,0.16873
2024-08-14T13:00:00,0.1112,0.09668,0.17779,0.16873
2024-08-14T14:00:00,0.1112,0.1152,0.1705,0.16801
2024-08-14T15:00:00,0.10976,0.1831,0.161,0.161
2024-08-14T16:00:00,0.10301,0.1974,0.13707,0.119
2024-08-14T17:00:00,0.09115,0.20001,0.1251,0.115
2024-08-14T18:00:00,0.0904,0.18947,0.1254,0.1131
2024-08-14T19:00:00,0.09668,0.17779,0.1571,0.12
2024-08-14T20:00:00,0.1152,0.1705,0.15828,0.16721
2024-08-14T21:00:00,0.1831,0.161,0.1571,0.17983
2024-08-14T22:00:00,0.1974,0.13707,0.147,0.19425
2024-08-14T23:00:00,0.20001,0.1251,0.12,0.195
2024-08-15T00:00:00,0.18947,0.1254,0.16873,0.18469
2024-08-15T01:00:00,0.17779,0.1571,0.16873,0.1765
2024-08-15T02:00:00,0.1705,0.15828,0.16801,0.16539
2024-08-15T03:00:00,0.161,0.1571,0.161,0.15964
2024-08-15T04:00:00,0.13707,0.147,0.119,0.15964
2024-08-15T05:00:00,0.1251,0.12,0.115,0.14499
2024-08-15T06:00:00,0.1254,0.16873,0.1131,0.14301
2024-08-15T07:00:00,0.1571,0.16873,0.12,0.15697
2024-08-15T08:00:00,0.15828,0.16801,0.16721,0.16836
2024-08-15T09:00:00,0.1571,0.161,0.17983,0.17
2024-08-15T10:00:00,0.147,0.119,0.19425,0.14918
2024-08-15T11:00:00,0.12,0.115,0.195,0.11888
2024-08-15T12:00:00,0.16873,0.1131,0.18469,0.13783
2024-08-15T13:00:00,0.16873,0.12,0.1765,0.1251
2024-08-15T14:00:00,0.16801,0.16721,0.16539,0.1211
2024-08-15T15:00:00,0.161,0.17983,0.15964,0.1135
2024-08-15T16:00:00,0.119,0.19425,0.15964,0.10665
2024-08-15T17:00:00,0.115,0.195,0.14499,0.105
2024-08-15T18:00:00,0.1131,0.18469,0.14301,0.10665
2024-08-15T19:00:00,0.12,0.1765,0.15697,0.10665
2024-08-15T20:00:00,0.16721,0.16539,0.16836,0.1128
2024-08-15T21:00:00,0.17983,0.15964,0.17,0.16103
2024-08-15T22:00:00,0.19425,0.15964,0.14918,0.18003
2024-08-15T23:00:00,0.195,0.14499,0.11888,0.18001
2024-08-16T00:00:00,0.18469,0.14301,0.13783,0.168
2024-08-16T01:00:00,0.1765,0.15697,0.1251,0.17051
2024-08-16T02:00:00,0.16539,0.16836,0.1211,0.16554
2024-08-16T03:00:00,0.15964,0.17,0.1135,0.15866
2024-08-16T04:00:00,0.15964,0.14918,0.10665,0.15601
2024-08-16T05:00:00,0.14499,0.11888,0.105,0.1549
2024-08-16T06:00:00,0.14301,0.13783,0.10665,0.16101
2024-08-16T07:00:00,0.15697,0.1251,0.10665,0.16786
2024-08-16T08:00:00,0.16836,0.1211,0.1128,0.17201
2024-08-16T09:00:00,0.17,0.1135,0.16103,0.16199
2024-08-16T10:00:00,0.14918,0.10665,0.18003,0.15
2024-08-16T11:00:00,0.11888,0.105,0.18001,0.1206
2024-08-16T12:00:00,0.13783,0.10665,0.168,0.10698
2024-08-16T13:00:00,0.1251,0.10665,0.17051,0.11136
2024-08-16T14:00:00,0.1211,0.1128,0.16554,0.125
2024-08-16T15:00:00,0.1135,0.16103,0.15866,0.1236
2024-08-16T16:00:00,0.10665,0.18003,0.15601,0.10698
2024-08-16T17:00:00,0.105,0.18001,0.1549,0.10414
2024-08-16T18:00:00,0.10665,0.168,0.16101,0.1022
2024-08-16T19:00:00,0.10665,0.17051,0.16786,0.09967
2024-08-16T20:00:00,0.1128,0.16554,0.17201,0.109
2024-08-16T21:00:00,0.16103,0.15866,0.16199,0.14989
2024-08-16T22:00:00,0.18003,0.15601,0.15,0.168
2024-08-16T23:00:00,0.18001,0.1549,0.1206,0.16
2024-08-17T00:00:00,0.168,0.16101,0.10698,0.13721
2024-08-17T01:00:00,0.17051,0.16786,0.11136,0.14904
2024-08-17T02:00:00,0.16554,0.17201,0.125,0.15
2024-08-17T03:00:00,0.15866,0.16199,0.1236,0.14904
2024-08-17T04:00:00,0.15601,0.15,0.10698,0.125
2024-08-17T05:00:00,0.1549,0.1206,0.10414,0.125
2024-08-17T06:00:00,0.16101,0.10698,0.1022,0.13599
2024-08-17T07:00:00,0.16786,0.11136,0.09967,0.16025
2024-08-17T08:00:00,0.17201,0.125,0.109,0.165
2024-08-17T09:00:00,0.16199,0.1236,0.14989,0.16451
2024-08-17T10:00:00,0.15,0.10698,0.168,0.14
2024-08-17T11:00:00,0.1206,0.10414,0.16,0.105
2024-08-17T12:00:00,0.10698,0.1022,0.13721,0.1
2024-08-17T13:00:00,0.11136,0.09967,0.14904,0.105
2024-08-17T14:00:00,0.125,0.109,0.15,0.10698
2024-08-17T15:00:00,0.1236,0.14989,0.14904,0.105
2024-08-17T16:00:00,0.10698,0.168,0.125,0.099
2024-08-17T17:00:00,0.10414,0.16,0.125,0.0986
2024-08-17T18:00:00,0.1022,0.13721,0.13599,0.1
2024-08-17T19:00:00,0.09967,0.14904,0.16025,0.105
2024-08-17T20:00:00,0.109,0.15,0.165,0.13783
2024-08-17T21:00:00,0.14989,0.14904,0.16451,0.17071
2024-08-17T22:00:00,0.168,0.125,0.14,0.18933
2024-08-17T23:00:00,0.16,0.125,0.105,0.17783
2024-08-18T00:00:00,0.13721,0.13599,0.1,0.16806
2024-08-18T01:00:00,0.14904,0.16025,0.105,0.13599
2024-08-18T02:00:00,0.15,0.165,0.10698,0.11551
2024-08-18T03:00:00,0.14904,0.16451,0.105,0.11
2024-08-18T04:00:00,0.125,0.14,0.099,0.09
2024-08-18T05:00:00,0.125,0.105,0.0986,0.09162
2024-08-18T06:00:00,0.13599,0.1,0.1,0.09292
2024-08-18T07:00:00,0.16025,0.105,0.105,0.147
2024-08-18T08:00:00,0.165,0.10698,0.13783,0.15066
2024-08-18T09:00:00,0.16451,0.105,0.17071,0.15
2024-08-18T10:00:00,0.14,0.099,0.18933,0.1161
2024-08-18T11:00:00,0.105,0.0986,0.17783,0.09
2024-08-18T12:00:00,0.1,0.1,0.16806,0.09
2024-08-18T13:00:00,0.105,0.105,0.13599,0.10684
2024-08-18T14:00:00,0.10698,0.13783,0.11551,0.12
2024-08-18T15:00:00,0.105,0.17071,0.11,0.11799
2024-08-18T16:00:00,0.099,0.18933,0.09,0.13
2024-08-18T17:00:00,0.0986,0.17783,0.09162,0.13707
2024-08-18T18:00:00,0.1,0.16806,0.09292,0.13932
2024-08-18T19:00:00,0.105,0.13599,0.147,0.15
2024-08-18T20:00:00,0.13783,0.11551,0.15066,0.1676
2024-08-18T21:00:00,0.17071,0.11,0.15,0.19732
2024-08-18T22:00:00,0.18933,0.09,0.1161,0.23018
2024-08-18T23:00:00,0.17783,0.09162,0.09,0.2
